txn_reference,sender_mobile,receiver_mobile,transfer_amount,initiated_at
APP988718600,6686272756,7680763855,255811.19,1714648631
APP603051893,6806348682,9641437332,48543.37,1722203291
APP991089647,6806348682,8491281359,47532.72,1722203474
APP789965264,6806348682,8044971770,46385.43,1722203499
APP399535548,6806348682,9167364181,47807.85,1722203661
APP108189562,6806348682,6953926573,46448.29,1722203696
APP607218450,6806348682,8491281359,48254.91,1722203793
APP419199100,6806348682,8304897786,46268.48,1722203807
APP631163786,6806348682,8491281359,47911.63,1722203836
APP537765836,6806348682,7877876910,45361.27,1722203852
APP548599396,9560592846,9521075856,1296868.31,1722095150
APP470719960,9521075856,6052216523,1309733.43,1722095501
APP121531958,6781839091,9569065099,324761.3,1719980739
APP244442152,9569065099,7747176327,63626.38,1719980799
APP333908818,9364396920,7747176327,388346.56,1719980934
APP737193012,9364396920,9116416237,66178.83,1719981080
APP597108714,6449498857,9554466498,329795.7,1726043267
APP598716946,9554466498,6585085346,101446.66,1726043317
APP103337985,7315202804,7016027792,341368.92,1726043341
APP566882380,6585085346,8794793193,360512.68,1726043388
APP334309475,6529611836,7927805760,265364.89,1726043459
APP815660071,6585085346,6449498857,258102.88,1726043472
APP966648224,9736944249,8231836439,79326.87,1726043482
APP293267880,9736944249,6585816691,277250.25,1726043493
APP745393604,7701983814,9824647965,167241.32,1708222508
APP780344171,8440709704,6102525590,168271.72,1708222519
APP173806520,9066283480,8440709704,112917.19,1708222540
APP461802820,7007946862,8561616165,60340.43,1708222546
APP578633485,8440709704,8561616165,128490.5,1708222550
APP479737864,8561616165,7701983814,5865.13,1708222550
APP617192694,6102525590,9235863661,138121.64,1708222551
APP140349256,9824647965,6960047739,177040.89,1708222554
APP906052947,6960047739,8440709704,37922.61,1708222560
APP987283810,9066283480,7007946862,5047.72,1708222608
APP958515262,7640548436,9066283480,179299.37,1708222624
APP672577104,9066283480,7007946862,178519.04,1708222626
APP972773806,8440709704,9235863661,42694.54,1708222634
APP131911125,6919833680,9608059679,113280.87,1711603174
APP223664127,6676967393,9608059679,432299.38,1711603190
APP109084580,6676967393,6919833680,317114.52,1711603194
APP876273187,8415129690,6676967393,439567.87,1711603214
APP880715554,7950060570,9074037468,436326.62,1711603246
APP381339488,7314673114,9608059679,354963.0,1711603261
APP704140822,8415129690,8708615301,165492.1,1711603412
APP470852453,6245696361,7386381361,256538.65,1731624783
APP233405055,8743163432,7676428122,275191.37,1731624815
APP953301664,9257359523,9044789489,273325.62,1731624842
APP124364076,9044789489,7070472783,276139.8,1731624853
APP189472383,7386381361,8743163432,257645.28,1731625010
APP165997240,6050241762,7512299251,143653.94,1724507913
APP603596331,8552789264,7512299251,194976.51,1724507959
APP991161924,8827932596,7512299251,177659.7,1724508064
APP205645131,6051519253,7512299251,253871.54,1724508194
APP301088391,7933846090,7512299251,86253.81,1724508205
APP896965998,7933846090,7512299251,112755.79,1724508208
APP936155813,6681276366,7512299251,153297.75,1724508233
APP716443491,7512299251,7525748364,401875.74,1724508404
APP797395273,9437929696,9368836174,45088.4,1705735030
APP121523718,9437929696,8740518047,45323.73,1705735055
APP925300260,9437929696,8341230354,47188.55,1705735111
APP533109416,9437929696,7270980241,46116.91,1705735265
APP450508792,9437929696,8056515342,46529.27,1705735402
APP736873932,9437929696,9368836174,45778.98,1705735445
APP587818916,7605422493,9844100057,725979.78,1728097630
APP885038303,9844100057,8628852569,703743.45,1728097749
APP816680636,6902458195,7605422493,739031.58,1728097913
APP189306043,9844100057,8628852569,737674.34,1728097929
APP867387242,8343873974,9738326480,47249.86,1719162834
APP564483007,8343873974,9855843843,48489.59,1719162866
APP140236869,8343873974,6728926555,46149.64,1719163054
APP907104748,8343873974,6728926555,48580.5,1719163068
APP321969224,8343873974,9855843843,45942.94,1719163084
APP146813098,8343873974,8477494476,48955.43,1719163143
APP717179914,8343873974,9738326480,48276.05,1719163359
APP509838030,8343873974,7966449491,48377.48,1719163373
APP489835853,8525188553,8471486996,146173.51,1734671056
APP599442530,9386253922,8471486996,265792.07,1734671091
APP752439934,9280138731,8471486996,260606.74,1734671110
APP462607130,8534541502,8471486996,91543.28,1734671147
APP550423927,6544307478,8471486996,40173.7,1734671229
APP806651603,9115688998,8471486996,210865.84,1734671260
APP401580594,6544307478,8471486996,273667.16,1734671388
APP481144654,9386253922,8471486996,120844.7,1734671411
APP939186828,8093781592,8471486996,201130.1,1734671463
APP979673039,8525188553,8471486996,93236.72,1734671477
APP686086979,8525188553,8471486996,274332.73,1734671509
APP972493631,6915760823,7131755630,79163.47,1716740883
APP946750934,9739101926,8883366244,85087.73,1716740894
APP475590447,8883366244,7611281407,33334.78,1716740896
APP376714796,7611281407,6915760823,138232.59,1716740899
APP388719433,6915760823,7131755630,172629.63,1716740926
APP147265644,6141929464,8213206013,52471.5,1721728415
APP392176189,6141929464,7374525434,264754.6,1721728451
APP945207196,8213206013,8769508754,189503.06,1721728681
APP791851043,9792679435,8167813302,346022.93,1709471114
APP297772293,8054889062,8167813302,385074.23,1709471114
APP309948751,7786757383,7649479425,396055.26,1709471124
APP598993053,8054889062,6924623023,207974.96,1709471136
APP402635645,7559432403,9792679435,468072.5,1709471236
APP124350251,7649479425,7615501608,373882.53,1709471272
APP364219986,9792679435,8167813302,464720.02,1709471303
APP997800927,7786757383,8054889062,121013.63,1709471305
APP622955675,7559432403,8167813302,46957.78,1709471357
APP127660165,8054889062,7559432403,120846.7,1709471361
APP164715970,7559432403,8864865198,447083.82,1709471364
APP896396610,9038530075,7210114381,20914.63,1729608306
APP146180448,7289450978,7210114381,199792.89,1729608309
APP447708366,7210114381,6229460521,127990.49,1729608341
APP965731295,7086909873,7384702255,85926.56,1729608344
APP646400963,8665888130,7394704728,176969.63,1729608368
APP862645998,7394704728,7884383963,79060.42,1729608369
APP305730637,7884383963,7210114381,98207.5,1729608371
APP229041750,7289450978,7384702255,24965.81,1729608379
APP579033227,6229460521,8665888130,63177.3,1729608383
APP957599181,7289450978,7384702255,164930.47,1729608397
APP880969362,7210114381,7384702255,87993.4,1729608398
APP509483848,9084718483,9609708186,516778.51,1733538715
APP340336510,9609708186,7719135736,526917.58,1733538722
APP896241675,7719135736,8590536700,488386.79,1733538736
APP929573144,7334600121,8099599876,521952.2,1733538814
APP703620411,9084718483,9609708186,517807.85,1733538850
APP838437860,9609708186,7719135736,537754.89,1733538892
APP297442090,7719135736,8590536700,499642.41,1733538910
APP655076330,6322973566,7962443599,112504.74,1716597084
APP629615704,8017022426,7962443599,63221.96,1716618446
APP863579337,8017022426,6174772798,244905.47,1716682147
APP791088810,6322973566,7092033709,222009.52,1716796662
APP640634785,9119932875,6017931028,1382326.77,1723549423
APP638445831,6017931028,6345495128,1409809.24,1723549430
APP544907048,8347251182,8766876023,1351086.3,1723549499
APP729551036,6220396195,9119932875,1367916.29,1723549577
APP387600500,6345495128,6741983599,1401923.83,1723549714
APP769618317,8486748329,9653191186,48678.9,1714162892
APP394148321,8486748329,7670045064,47331.05,1714162919
APP116864749,8486748329,8296330316,46170.21,1714163100
APP180332176,8486748329,9508938074,45571.88,1714163165
APP717712135,7850451244,7624340215,115670.81,1704257782
APP170126570,8518680185,7624340215,122737.52,1704257799
APP442950428,9596540395,7624340215,98510.53,1704258121
APP523557868,6166687337,7943677751,198253.27,1719193155
APP411840786,9545488156,7594285892,45699.45,1732770697
APP530068883,9545488156,8841076667,45969.18,1732770703
APP450806905,9545488156,8841076667,45323.69,1732770738
APP118371001,9545488156,7051066151,45394.65,1732770848
APP392845342,9545488156,8841076667,47425.78,1732770894
APP702261903,9545488156,8453465642,48792.39,1732770917
APP531692904,9545488156,7440641561,48980.45,1732770980
APP429960621,9545488156,7594285892,47127.99,1732771073
APP409413221,9545488156,8790509017,48044.84,1732771076
APP970806672,7206562923,6276257690,741050.35,1716217559
APP905875095,7956482208,6884802096,757181.08,1716217666
APP497752687,9202803534,8950257109,736686.52,1716217712
APP549307612,6276257690,8248910176,761305.16,1716217849
APP140148107,6350549961,6675024259,48154.52,1715691929
APP962635816,6350549961,8088027336,45235.24,1715691952
APP392977540,6350549961,8004700424,46474.64,1715691962
APP711757272,6350549961,6792456115,46235.08,1715691999
APP880743050,6350549961,9189303078,47556.57,1715692007
APP354457348,6350549961,7735986061,45885.64,1715692008
APP225063584,6350549961,9682502198,45972.69,1715692014
APP423555586,6350549961,6031647398,48844.68,1715692176
APP719085895,6350549961,6031647398,47583.03,1715692184
APP590926645,6350549961,9858870242,45436.14,1715692263
APP783992970,6350549961,8389822483,48250.24,1715692385
APP894308157,6350549961,9858870242,46691.5,1715692395
APP678572378,6350549961,6516822079,48263.68,1715692400
APP959562828,6350549961,8258955194,47831.86,1715692421
APP214571230,6666462965,7048417373,499185.3,1731761656
APP957908144,9944473666,8425512359,516077.62,1731761726
APP598595183,8425512359,9441957721,508984.1,1731761744
APP811622234,7147419390,8962351921,47541.08,1726020057
APP959349161,7147419390,8832705975,48840.55,1726020099
APP672145684,7147419390,7881694278,47548.42,1726020383
APP718788580,8826092551,9290458221,95955.31,1732102497
APP895835899,6326469804,9290458221,199533.04,1732102529
APP830839775,9880322961,9290458221,103025.03,1732102622
APP727807246,8256775546,9290458221,159902.4,1732102668
APP217609049,7204076432,9290458221,162538.27,1732102675
APP533377598,7559823360,9290458221,173159.72,1732102685
APP665664907,7204076432,9290458221,282358.73,1732102801
APP609954546,8356375654,9290458221,147010.87,1732102862
APP159499668,7204076432,9290458221,297879.71,1732102871
APP256473403,6326469804,9290458221,39150.58,1732102915
APP438083550,8826092551,9290458221,38337.22,1732102947
APP758088388,8256775546,9290458221,244752.58,1732102970
APP762304206,7028373555,6214800635,57382.62,1726425020
APP100436231,8757844879,9974460167,102934.92,1726425033
APP660615228,8162329915,7028373555,194776.07,1726425044
APP559898340,8757844879,9974460167,210176.19,1726425084
APP661874303,7222521456,9244849227,608851.2,1716497273
APP894343763,8559846207,9269212797,612530.97,1716497301
APP378156295,9269212797,7990638560,595685.59,1716497330
APP993957219,7273685275,7222521456,611990.91,1716497342
APP609819859,7222521456,9244849227,610480.62,1716497354
APP573162714,9591911773,9672396231,290884.5,1706050314
APP735356700,9647005098,9591911773,244043.53,1706278229
APP124510996,6332925059,8288565213,353413.13,1706355001
APP785076294,6332925059,9647005098,362499.17,1706373353
APP573188221,7875986801,8294783128,1782596.98,1726013257
APP950125704,6333166272,9106694855,1787554.42,1726013475
APP873627193,9106694855,7564866064,1769557.89,1726013489
APP824800103,6333166272,9106694855,1772862.85,1726013734
APP766609299,8272131016,8413917762,308067.76,1716646147
APP260385387,8636207242,7051561558,148128.25,1716646180
APP176545320,8636207242,8333301130,387549.86,1716646236
APP872373111,8413917762,7051561558,498430.11,1716646252
APP322642103,8413917762,8636207242,322882.24,1716646253
APP641456493,7377554969,8333301130,406658.37,1716646273
APP324095396,8636207242,7377554969,446766.66,1716646277
APP229894061,8272131016,9621098348,464606.82,1716646298
APP118579375,8333301130,8272131016,338198.75,1716646314
APP247471135,8272131016,8636207242,143012.45,1716646325
APP719700754,8413917762,8272131016,89294.53,1716646341
APP584639395,6721003319,6796598352,557925.4,1734663179
APP572750268,6796598352,6377694863,536615.05,1734663209
APP216391537,6568065960,6294505475,542194.46,1734663308
APP608868390,8065509494,6721003319,542272.29,1734663425
APP761247792,6796598352,6377694863,536801.29,1734663445
APP363270235,6568065960,6294505475,520261.7,1734663477
APP981139544,9486330574,8406035998,290387.76,1707874201
APP442612094,6341909233,8406035998,292023.74,1707874395
APP906350203,6080172319,8406035998,90041.24,1707874578
APP573425733,6436455547,7793956573,237942.03,1710909670
APP736337090,6436455547,9295053390,189071.17,1710909694
APP298678690,7793956573,8127196501,180220.21,1710909814
APP185795999,7793956573,6436455547,102329.6,1710909875
APP425877205,8475836291,7137773810,209193.48,1721450722
APP931851550,6426891703,7137773810,257606.37,1721450763
APP114904465,8475836291,7137773810,485476.6,1721450779
APP152516832,8465967350,9625661795,336656.88,1721450788
APP869418247,6426891703,7137773810,471960.67,1721450825
APP610934515,7137773810,8475836291,8995.98,1721450843
APP508391339,6426891703,9625661795,366831.99,1721450857
APP595170602,8465967350,6426891703,62295.31,1721450924
APP519301096,6225966148,6426891703,127866.49,1721450997
APP847383654,9237011292,8217381436,63231.99,1718134751
APP963691647,6490334658,9547117230,110875.99,1718134753
APP588810666,6081587851,6764268119,138455.95,1718134783
APP408603217,7078443270,9279807326,184991.52,1718134787
APP530556214,6485276644,8217381436,10437.47,1718134798
APP517565148,6124341018,9558768680,162374.76,1718134820
APP672807367,6376944398,6764268119,103487.63,1718134823
APP113281700,7370235850,6834998973,152282.01,1718134833
APP256045219,7078443270,8334457256,67927.51,1718134841
APP245779058,8887446328,8908281627,10275.08,1718134844
APP122885685,9279807326,6485276644,14391.31,1718134859
APP945881917,9237011292,6490334658,142416.97,1718134864
APP426997302,8217381436,6911475005,85365.38,1718134868
APP462514230,9547117230,9558768680,38243.89,1718134877
APP331671130,6124341018,6376944398,115586.43,1718134884
APP116554951,6376944398,6081587851,173846.61,1718134897
APP674034909,6194926805,7078443270,124280.81,1718134907
APP403179365,7078443270,8334457256,61706.52,1718134907
APP831668337,9981316913,8718309007,403887.25,1707176810
APP269339637,9981316913,8718309007,377550.02,1707176838
APP618553831,6854364215,8718309007,82605.11,1707176978
APP889815196,8686721850,8788923753,325689.05,1710949679
APP436123963,8686721850,9875143052,138639.66,1710949750
APP402673260,6560897467,9875143052,204813.65,1710949760
APP196094244,6465286029,6627816325,382779.59,1710949773
APP556931148,7060186122,8788923753,30611.93,1710949803
APP532887507,6465286029,8788923753,23754.58,1710949826
APP705757816,6858697217,8692455132,262988.36,1710949827
APP293232750,6627816325,8686721850,135125.97,1710949913
APP787460690,8297583702,8974589873,119371.58,1704875707
APP118446588,9818266595,6076524634,4145.16,1704875720
APP497628138,6557849616,8984347273,82472.01,1704875723
APP453565672,8984347273,9747151018,54259.22,1704875727
APP572369254,7250285109,9747151018,175725.61,1704875731
APP862915711,9699061089,7161705913,98038.5,1704875740
APP844270102,8578388629,7161705913,183300.57,1704875741
APP127701063,7161705913,8297583702,128489.3,1704875744
APP257355746,8974589873,7754663754,133946.91,1704875745
APP951574542,7383189751,9433513981,48130.47,1704875752
APP391804394,6557849616,7250285109,170182.49,1704875754
APP172249440,7250285109,9747151018,162097.96,1704875766
APP864944615,9747151018,7567521866,60839.14,1704875768
APP654455522,7161705913,7754663754,178483.33,1704875780
APP385253116,8142013625,6076524634,17624.52,1704875796
APP167025650,6557849616,7250285109,158311.23,1704875803
APP725726968,9433513981,7250285109,44736.53,1704875810
APP557486052,6585364995,6242677750,96027.09,1704875823
APP825924787,7161705913,8974589873,61327.98,1704875836
APP621617649,8974589873,8142013625,75891.24,1704875839
APP150242775,8142013625,7383189751,48010.64,1704875845
APP844119963,8984347273,9433513981,123308.5,1704875858
APP638166424,8837637097,9859118034,47951.63,1731021583
APP484087419,8837637097,8066537258,45714.4,1731021744
APP934109584,8837637097,6491358936,46090.31,1731021848
APP344326165,8837637097,6789284749,45096.45,1731022036
APP372908835,8792542021,6201943014,46834.49,1735045478
APP864164326,8792542021,7594105760,48987.85,1735045551
APP805177017,8792542021,6201943014,47050.81,1735045572
APP704861708,8792542021,9203489593,46729.68,1735045600
APP405783462,8792542021,9203489593,45322.58,1735045613
APP982211805,8792542021,7594105760,48515.48,1735045707
APP249065340,8792542021,9008307658,48551.16,1735045707
APP565367283,8792542021,9715474277,45143.49,1735045740
APP117499719,8792542021,7594105760,48658.18,1735045773
APP489556159,8792542021,9008307658,45041.83,1735045863
APP502575033,8792542021,9715474277,47909.85,1735045890
APP248527497,8792542021,9008307658,47959.74,1735045935
APP675108566,8792542021,9203489593,46503.21,1735045985
APP732559571,8792542021,9203489593,48277.35,1735046024
APP158388637,6736804122,6413649041,16787.49,1713279500
APP594005324,6869611379,6413649041,98563.72,1713279589
APP930801310,6869611379,6413649041,182186.18,1713279654
APP291320709,9454705247,6413649041,198746.36,1713279812
APP488173014,6736804122,6413649041,287528.0,1713279820
APP280906895,6911306250,6413649041,40912.51,1713280034
APP491730907,7524261919,9685155435,146585.79,1728201001
APP961901863,6398116058,9150256720,219027.88,1728201054
APP360834729,9150256720,6009893619,216022.54,1728201066
APP266312200,7879841189,7370243869,514701.9,1728779520
APP898417441,9409695403,8121081183,520242.66,1728779605
APP168339045,8121081183,6631746992,528894.63,1728779727
APP261551331,6631746992,7879841189,544589.63,1728779731
APP141621006,7593237201,7994850254,392534.2,1725852035
APP386521402,8290302119,7593237201,339294.97,1725866312
APP341791851,9436436040,7645640323,144127.89,1726102599
APP572289768,8396015912,8584771859,486164.28,1726127898
APP972163644,7604662481,7610066670,368813.91,1726278305
APP532136491,6585029372,8235937055,320656.42,1726297886
APP638126176,7593237201,7645640323,474038.91,1726329935
APP462553514,7047419660,7176348143,1641124.77,1721139421
APP389825377,7176348143,6919198169,1651706.25,1721139488
APP379866882,7973058524,7039944812,47150.99,1710569696
APP575039384,7973058524,9096686730,46741.52,1710569707
APP135806391,7973058524,7201013357,45124.85,1710569709
APP508746501,7973058524,9096686730,45128.55,1710569781
APP371265705,7973058524,9751979304,46522.83,1710570055
APP104194172,7973058524,9751979304,48754.88,1710570183
APP503924983,7973058524,7201013357,47891.22,1710570188
APP845577546,7973058524,9751979304,47835.98,1710570189
APP346426926,6564096523,8370482215,8808.68,1724117676
APP106856381,9328447109,8370482215,95692.5,1724117965
APP120889332,8830987408,7851399240,296095.18,1715127921
APP451596965,8247852703,8543465962,100906.59,1715128003
APP347116816,6970671221,7955666571,211784.0,1715128064
APP950307188,7955666571,8830987408,242241.74,1715128074
APP327572317,6892205041,8247852703,249691.94,1715128138
APP811009386,7870815720,8524799790,47949.67,1731088683
APP719192722,7870815720,9394068182,45272.73,1731088729
APP541286631,7870815720,7747523014,46594.44,1731088742
APP146881103,7870815720,8815293566,45722.06,1731088841
APP260558036,7870815720,8267979748,45965.79,1731088882
APP248570855,7870815720,8267979748,45543.21,1731088943
APP728894432,7870815720,8815293566,45964.55,1731088981
APP979625020,7870815720,7747523014,47670.14,1731088981
APP359710636,8585640683,9239747405,78594.87,1727305378
APP462251828,7075321966,9239747405,249691.74,1727305436
APP504316788,9462955220,9239747405,206380.35,1727305563
APP524641429,6041336069,9239747405,94636.69,1727305643
APP627995964,8585640683,9239747405,24465.45,1727305663
APP949409054,7075321966,9239747405,13467.7,1727305757
APP599724160,8522139422,9239747405,278165.08,1727305788
APP349958869,8315983915,9928468540,45180.64,1724528280
APP808170949,7545659550,8378109890,265917.33,1724528359
APP331267593,8378109890,8315983915,24747.85,1724528440
APP102825404,7351011978,7221587418,182740.56,1727171143
APP600584469,7351011978,7221587418,153705.9,1727171147
APP688734799,7351011978,7221587418,30790.19,1727171263
APP452134798,8337052348,8538016516,197793.64,1725741632
APP309967211,8355994124,7352584894,127847.39,1725741674
APP640634237,8538016516,6300173973,488582.35,1725741847
APP421005898,8337052348,8538016516,462499.34,1725741852
APP562672858,7352584894,8950244938,166594.86,1725741861
APP149477952,9124932136,6418856454,162914.87,1725248284
APP868101622,9051021705,9434359944,33738.89,1725248286
APP254539885,9434359944,6949799120,197126.15,1725248288
APP948494452,9834736562,9715986533,11268.33,1725248289
APP265044360,7094223177,9715986533,16563.73,1725248290
APP839180637,7230066009,6676182974,94941.34,1725248294
APP403073297,9434359944,7094223177,87450.66,1725248309
APP471799828,7230066009,8912092482,175009.36,1725248319
APP196521569,8912092482,9990791266,127495.32,1725248320
APP487194330,8231906168,8919849831,96792.9,1725248326
APP228204264,8076083551,6362296359,73534.0,1725248331
APP626060086,8919849831,6559648288,74485.78,1725248332
APP121668199,6362296359,9124932136,126901.71,1725248333
APP458614921,9124932136,7379442392,169926.7,1725248334
APP326317549,8199735404,8495907001,678479.06,1731798981
APP965871688,6121467171,8199735404,725023.92,1731799046
APP571550014,6121467171,8199735404,684358.47,1731799081
APP631545668,8495907001,6121467171,716944.07,1731799148
APP284441438,6121467171,8199735404,668791.52,1731799274
APP887499402,6121467171,8199735404,691443.89,1731799324
APP412024626,8895535559,6852626114,366152.82,1718913556
APP220484034,8450258044,8895535559,425737.86,1718943010
APP229591419,9222461541,7231681172,113461.9,1719034820
APP637238600,7057961641,9380011684,1315469.69,1712215210
APP238575791,9380011684,9355673295,1355844.57,1712215247
APP774147877,9355673295,7069714984,1346997.13,1712215567
APP339478380,8859634761,7992910885,48870.54,1730578232
APP658465630,8859634761,9722549063,45171.64,1730578245
APP470207690,8859634761,6844195788,48154.31,1730578302
APP162549878,8859634761,7912847647,48040.89,1730578318
APP920685715,8859634761,9824828912,46474.56,1730578342
APP241898005,8859634761,8481945718,48273.03,1730578346
APP696741901,8859634761,8965291462,46002.35,1730578393
APP750028490,8859634761,8820099205,46832.43,1730578604
APP312735773,8859634761,8820099205,45185.74,1730578657
APP728655113,8859634761,7728233356,46643.65,1730578676
APP629411296,8859634761,7389434785,48409.09,1730578678
APP217625396,8859634761,7616516754,46907.03,1730578738
APP728997273,8859634761,8635584024,47769.92,1730578769
APP690617146,8859634761,7159594903,47613.85,1730578790
APP211189286,8859634761,7159594903,47883.56,1730578792
APP656003309,6099064303,9754220767,1330327.63,1723258429
APP376287023,9292621608,7489279189,1281667.27,1723258768
APP323042805,7489279189,9806885298,1300035.61,1723258777
APP544645999,9792581926,9914447518,1332225.04,1723258805
APP826095948,6487965700,7778095658,160359.96,1723019939
APP259476709,6487965700,7618697540,112508.63,1723020124
APP631153924,6487965700,7618697540,468012.85,1723020190
APP964675362,8195678181,8305655356,279767.11,1723020197
APP390988590,7778095658,8305655356,86234.71,1723020207
APP128464045,8195678181,8305655356,184511.99,1723020307
APP870048592,9027941979,9962599063,196851.04,1721568147
APP905946677,9027941979,8085325242,229148.54,1721568215
APP345341163,8209712019,7458895535,226980.38,1721568262
APP875484543,9962599063,8209712019,61654.69,1721568283
APP487895169,8085325242,9962599063,57103.18,1721568290
APP541304934,8209712019,9019417900,79395.22,1721568324
APP811172809,9027941979,7458895535,96187.79,1721568326
APP370818945,8085325242,9251206993,35140.82,1721568387
APP803755768,8209712019,9027941979,375574.65,1721568395
APP589974618,9621962488,9013406101,163635.47,1710845461
APP185792490,9106190785,9140548879,174207.05,1710845463
APP901698015,9608501519,9013406101,12457.52,1710845463
APP554925442,8024533387,9068538478,86371.48,1710845474
APP491486679,9221084987,9621962488,180373.14,1710845492
APP379196804,9608501519,7338981018,9220.28,1710845497
APP859273390,8288904266,8024533387,69204.22,1710845500
APP908086372,7512871469,9068538478,106481.0,1710845501
APP957237464,6481514013,6553723596,38958.78,1710845508
APP205430708,9140548879,7512871469,94555.92,1710845533
APP112533915,8588271355,6553723596,170645.59,1710845538
APP933744053,6553723596,7167987800,37519.76,1710845540
APP759053258,7167987800,9890751768,34201.88,1710845544
APP159144138,8024533387,6481514013,153673.2,1710845591
APP450970172,9068538478,6553723596,172558.13,1710845592
APP941316349,6481514013,6068114031,67695.07,1710845597
APP647760927,8477778110,8942554445,41852.39,1716744600
APP107001720,8337621883,8487572813,158445.93,1716805597
APP175100809,9105016955,8439991090,394601.71,1716912370
APP747427646,8942554445,8477778110,39858.02,1716927376
APP422338034,8477778110,8487572813,17665.34,1716941569
APP226253645,7279063681,8487572813,466166.85,1717024403
APP112175830,8477778110,8337621883,365016.09,1717091764
APP571937953,9257112530,8487572813,78641.89,1717244945
APP644264096,6965634464,8099073994,249061.84,1724567549
APP593064624,8099073994,8011164946,248035.3,1724567567
APP447763628,8490057858,9039108018,114171.06,1722010385
APP928337575,7150144935,8741796477,279576.9,1722010422
APP471888004,8741796477,9602132891,132633.26,1722010423
APP193024258,7150144935,8741796477,93968.49,1722010478
APP450423701,8741796477,9602132891,20242.89,1722010499
APP916813840,9052735033,8490057858,287684.4,1722010503
APP529459240,7150144935,8741796477,202676.71,1722010521
APP693073298,7978605279,9536921958,45112.82,1712064450
APP979042184,7978605279,8233212111,46601.51,1712064657
APP708318529,7433850418,8419628902,242178.09,1720244356
APP973938922,6684903503,8419628902,254621.91,1720244373
APP825837414,8421298573,8419628902,214248.92,1720244475
APP497571776,7433850418,8419628902,135227.14,1720244573
APP773444819,6759877755,8419628902,44254.5,1720244770
APP214305629,9563123480,9495870127,110332.54,1723401543
APP842003170,8645606133,6333796774,260755.34,1723401549
APP966966591,6333796774,8665992824,20025.07,1723401549
APP358182908,8537379525,7199759122,258450.12,1723401571
APP459277592,7199759122,9563123480,296211.22,1723401582
APP450363258,8645606133,6333796774,46783.78,1723401604
APP802406832,8665992824,6500090071,221446.27,1723401613
APP806226229,6500090071,8537379525,24081.39,1723401626
APP174502387,7077183446,9487563849,323032.07,1718837946
APP922274692,9966366186,7775083687,128431.28,1718873488
APP320697303,8435186244,7577021678,269252.78,1718992966
APP160607535,7775083687,9740311296,330097.86,1719027904
APP149762286,9740311296,7475416687,281352.35,1719132618
APP686374733,7321905240,7131740352,476307.27,1707835618
APP550146055,6777033708,8279272816,496770.9,1707835694
APP359654421,6852713076,8341725131,495666.51,1707835797
APP996667266,8341725131,7321905240,492121.35,1707835801
APP180735717,9535404007,8920503582,240078.65,1713264815
APP732464091,8692247183,8053515080,228918.89,1713264824
APP328670883,8053515080,6970938248,234591.3,1713264841
APP213415873,7261537795,9535404007,31383.06,1713264852
APP576442831,9535404007,8920503582,226030.73,1713264874
APP346554499,8053515080,6970938248,91371.32,1713264915
APP516555243,9656827127,6542519543,486649.0,1721134704
APP786188052,9656827127,8740421253,186261.65,1721134784
APP888387833,8384914739,9891712412,210978.1,1721134970
APP364708614,8972450017,6723821962,193903.02,1721135044
APP785461846,7926898826,7799677078,423449.3,1725628020
APP704440835,6404059385,7527711481,101048.78,1725628111
APP346686452,9626122389,7913388814,105926.12,1725628123
APP177529497,8005339474,7648272333,90986.08,1725628132
APP869306428,8005339474,7648272333,27740.42,1725628145
APP900442611,7648272333,7913388814,471231.28,1725628233
APP649192360,8791009076,6655972629,42805.8,1705257301
APP614779382,9876031813,7181649861,79988.66,1705257316
APP531400226,9114050954,6922571777,181603.8,1705257329
APP940087595,6438889311,9965301965,193236.79,1705257331
APP798867700,7659167035,9876031813,62390.18,1705257346
APP311016271,7250420738,9876031813,55453.99,1705257346
APP656040005,7618757023,9774728386,165243.34,1705257350
APP172343105,6147737094,6237748486,70237.2,1705257350
APP203858615,6552718386,9114050954,31539.01,1705257350
APP542177690,8382809008,8470532189,167676.58,1705257355
APP893955782,6547535066,6042395842,106184.78,1705257356
APP576838478,6655972629,7250420738,13746.59,1705257360
APP295362645,7659167035,7808608053,84325.46,1705257360
APP854796128,7808608053,9876031813,173181.8,1705257360
APP616771919,7250420738,6067879836,70855.41,1705257361
APP623545035,6552718386,9774728386,182071.15,1705257365
APP699837351,9965301965,8382809008,170408.03,1705257378
APP835995675,6655972629,7250420738,51795.59,1705257381
APP137335667,7808608053,7250420738,198005.82,1705257386
APP173345439,7250420738,9876031813,117907.88,1705257388
APP718837141,6067879836,7181649861,179017.56,1705257389
APP310245586,7618757023,6147737094,92618.03,1705257392
APP250364005,6147737094,6237748486,158972.48,1705257394
APP198870118,9774728386,6922571777,172425.32,1705257395
APP441579290,8649127325,6083711638,42908.86,1705257404
APP838109456,8106377767,9501046694,667689.91,1726411788
APP849050859,9947766190,6078387878,656447.81,1726412001
APP615594679,6345624756,7413374401,374202.35,1720669457
APP245818791,9336692066,6345624756,452991.52,1720723495
APP486248654,7097971048,6646574489,274698.47,1720745358
APP630222534,9017031018,7413374401,152090.78,1720767353
APP108237361,7674168062,7413374401,255404.83,1720858811
APP157173265,6200269048,9017031018,149148.02,1721032504
APP380183167,6345624756,8437039810,491535.08,1721182803
APP213240201,7721013261,8949833882,1411954.98,1719499964
APP206803307,7807363390,7243436328,1399381.83,1719500167
