web_txn_id,from_account,to_account,amount,timestamp_epoch,currency
WEB523963928,ACC00018839,ACC00018842,47533.52,1730597485,INR
WEB324530880,ACC00018839,ACC00018840,48053.1,1730597543,INR
WEB389692745,ACC00018839,ACC00018842,46619.97,1730597728,INR
WEB885391635,ACC00018839,ACC00018841,48466.67,1730597803,INR
WEB758776878,ACC00018839,ACC00018845,48013.02,1730597910,INR
WEB142212300,ACC00018846,ACC00018847,984182.34,1715062432,INR
WEB940608739,ACC00018847,ACC00018848,967468.79,1715062896,INR
WEB475506037,ACC00018853,ACC00018859,46559.54,1733653754,INR
WEB961091622,ACC00018853,ACC00018865,46223.74,1733653999,INR
WEB271792347,ACC00018853,ACC00018863,47905.65,1733654043,INR
WEB537915738,ACC00018853,ACC00018854,47156.17,1733654080,INR
WEB296134670,ACC00018870,ACC00018871,1301386.53,1717950431,INR
WEB782467493,ACC00018875,ACC00018876,1256066.88,1717950654,INR
WEB802534299,ACC00018884,ACC00018881,67002.77,1711337605,INR
WEB423688804,ACC00018887,ACC00018882,211446.29,1711337653,INR
WEB447086190,ACC00018882,ACC00018879,374751.15,1711337667,INR
WEB285412516,ACC00018890,ACC00018882,398545.01,1711337702,INR
WEB472067435,ACC00018878,ACC00018887,37135.99,1711337723,INR
WEB594292769,ACC00018885,ACC00018884,130705.16,1711337734,INR
WEB503261459,ACC00018877,ACC00018888,96905.47,1711337748,INR
WEB292812564,ACC00018887,ACC00018882,386700.91,1711337768,INR
WEB799384244,ACC00018888,ACC00018883,29046.12,1711337781,INR
WEB919046892,ACC00018884,ACC00018887,197999.79,1711337794,INR
WEB326042464,ACC00018886,ACC00018887,131221.94,1711337869,INR
WEB884871857,ACC00018892,ACC00018893,15206.55,1725797611,INR
WEB610301541,ACC00018894,ACC00018895,16020.81,1725797613,INR
WEB391333371,ACC00018895,ACC00018896,14900.09,1725797623,INR
WEB834952678,ACC00018896,ACC00018897,15041.66,1725797631,INR
WEB697565951,ACC00018897,ACC00018898,16073.51,1725797637,INR
WEB283722662,ACC00018895,ACC00018896,14950.91,1725797727,INR
WEB798033690,ACC00018897,ACC00018898,15182.71,1725797782,INR
WEB248666407,ACC00018898,ACC00018899,15931.23,1725797804,INR
WEB722074443,ACC00018910,ACC00018900,239139.35,1721077391,INR
WEB717369386,ACC00018901,ACC00018900,233377.2,1721077581,INR
WEB706475168,ACC00018900,ACC00018911,194753.52,1721077899,INR
WEB765074327,ACC00018917,ACC00018918,81944.26,1713705726,INR
WEB497518503,ACC00018916,ACC00018917,484153.09,1713705739,INR
WEB522795498,ACC00018917,ACC00018915,63564.47,1713705773,INR
WEB189572552,ACC00018919,ACC00018917,467562.44,1713705775,INR
WEB225683158,ACC00018917,ACC00018916,10576.49,1713705792,INR
WEB366141736,ACC00018914,ACC00018917,29749.42,1713705846,INR
WEB481542109,ACC00018916,ACC00018917,340135.25,1713705937,INR
WEB886350277,ACC00018916,ACC00018918,440968.9,1713705948,INR
WEB457648998,ACC00018918,ACC00018914,179777.88,1713705982,INR
WEB162527551,ACC00018920,ACC00018921,101256.75,1724298913,INR
WEB269087016,ACC00018923,ACC00018924,97280.09,1724299194,INR
WEB995349705,ACC00018924,ACC00018925,102017.9,1724299210,INR
WEB542439205,ACC00018920,ACC00018921,101076.56,1724299233,INR
WEB503170602,ACC00018928,ACC00018926,214600.48,1708464973,INR
WEB360493488,ACC00018927,ACC00018926,229488.49,1708465139,INR
WEB932529186,ACC00018936,ACC00018937,117352.38,1735096482,INR
WEB890281202,ACC00018933,ACC00018934,107235.39,1735096615,INR
WEB416477207,ACC00018934,ACC00018935,110675.71,1735096619,INR
WEB559194537,ACC00018938,ACC00018933,113679.95,1735096745,INR
WEB756915766,ACC00018945,ACC00018940,68071.74,1731271353,INR
WEB268188819,ACC00018945,ACC00018946,154867.14,1731278761,INR
WEB986190471,ACC00018942,ACC00018941,127146.56,1731307878,INR
WEB377081379,ACC00018952,ACC00018953,364966.23,1718169277,INR
WEB891875574,ACC00018953,ACC00018954,352659.73,1718169321,INR
WEB440318470,ACC00018954,ACC00018955,367682.0,1718169691,INR
WEB595822825,ACC00018966,ACC00018968,86562.8,1727534786,INR
WEB594935450,ACC00018973,ACC00018972,167396.39,1727534798,INR
WEB731855298,ACC00018965,ACC00018964,328090.99,1727534872,INR
WEB143442970,ACC00018967,ACC00018973,139267.56,1727534979,INR
WEB670319407,ACC00018967,ACC00018962,406005.51,1727534993,INR
WEB399596049,ACC00018973,ACC00018969,396565.51,1727535026,INR
WEB658673351,ACC00018974,ACC00018975,661458.79,1735412608,INR
WEB721344047,ACC00018978,ACC00018974,676176.78,1735412674,INR
WEB805027309,ACC00018975,ACC00018976,701997.82,1735412678,INR
WEB975487982,ACC00018978,ACC00018974,668245.58,1735412725,INR
WEB876923212,ACC00018978,ACC00018974,678204.95,1735412963,INR
WEB360819146,ACC00018980,ACC00018979,299343.65,1714289807,INR
WEB657963616,ACC00018989,ACC00018979,77911.44,1714289949,INR
WEB405685299,ACC00018991,ACC00018979,154544.85,1714289977,INR
WEB855008151,ACC00018986,ACC00018979,207330.45,1714290071,INR
WEB900102148,ACC00018993,ACC00018979,93956.77,1714290093,INR
WEB586602659,ACC00018992,ACC00018979,152655.95,1714290127,INR
WEB650581565,ACC00018991,ACC00018979,129837.97,1714290211,INR
WEB244951784,ACC00018986,ACC00018979,165411.5,1714290255,INR
WEB822783135,ACC00018987,ACC00018979,29843.03,1714290305,INR
WEB766201414,ACC00018979,ACC00018995,346364.9,1714290308,INR
WEB874954965,ACC00019005,ACC00019009,374021.46,1708207620,INR
WEB270006032,ACC00019003,ACC00019000,66853.02,1708260599,INR
WEB213699031,ACC00019002,ACC00018998,398558.81,1708289032,INR
WEB550994125,ACC00019006,ACC00019002,41426.15,1708418252,INR
WEB969892965,ACC00019004,ACC00019008,126366.65,1708484102,INR
WEB540535158,ACC00019010,ACC00019011,1791355.88,1712534674,INR
WEB395560411,ACC00019014,ACC00019015,1759990.69,1712534767,INR
WEB327827939,ACC00019018,ACC00019019,259395.77,1720531813,INR
WEB931550384,ACC00019017,ACC00019018,269759.43,1720531941,INR
WEB575361658,ACC00019017,ACC00019018,126529.09,1720532002,INR
WEB156233478,ACC00019024,ACC00019037,112427.97,1717607807,INR
WEB328581915,ACC00019038,ACC00019034,442065.85,1717746466,INR
WEB902954583,ACC00019029,ACC00019026,359394.7,1717888945,INR
WEB238332347,ACC00019027,ACC00019022,186464.22,1717893355,INR
WEB981690613,ACC00019042,ACC00019043,56552.35,1711598793,INR
WEB163885754,ACC00019040,ACC00019041,55945.89,1711598906,INR
WEB476486938,ACC00019042,ACC00019043,56550.54,1711598949,INR
WEB197649406,ACC00019043,ACC00019044,55196.94,1711598984,INR
WEB114638121,ACC00019044,ACC00019045,57499.33,1711598985,INR
WEB854962610,ACC00019041,ACC00019042,56682.27,1711599199,INR
WEB318068499,ACC00019048,ACC00019049,72829.1,1733385759,INR
WEB446572562,ACC00019049,ACC00019050,106872.81,1733385764,INR
WEB331482421,ACC00019054,ACC00019047,24690.01,1733385805,INR
WEB577496085,ACC00019048,ACC00019049,169765.6,1733385812,INR
WEB894654348,ACC00019049,ACC00019050,86867.48,1733385827,INR
WEB634037387,ACC00019053,ACC00019054,62358.72,1733385886,INR
WEB924029630,ACC00019050,ACC00019051,238589.82,1733385924,INR
WEB839213853,ACC00019057,ACC00019058,893768.38,1724171697,INR
WEB333999490,ACC00019055,ACC00019056,922589.94,1724171754,INR
WEB853664663,ACC00019068,ACC00019069,302614.93,1715162514,INR
WEB172518459,ACC00019070,ACC00019066,320975.51,1715240525,INR
WEB448029716,ACC00019076,ACC00019077,1487353.57,1728414402,INR
WEB533191381,ACC00019077,ACC00019078,1480754.29,1728414428,INR
WEB384638555,ACC00019078,ACC00019079,1475399.32,1728414642,INR
WEB605671479,ACC00019079,ACC00019080,1414620.93,1728414658,INR
WEB491149789,ACC00019075,ACC00019076,1415961.52,1728414685,INR
WEB177755546,ACC00019078,ACC00019079,1424049.04,1728414849,INR
WEB368411112,ACC00019079,ACC00019080,1456276.01,1728414864,INR
WEB161762020,ACC00019093,ACC00019092,139932.23,1708441800,INR
WEB552791893,ACC00019086,ACC00019089,321644.21,1708536198,INR
WEB522991551,ACC00019097,ACC00019098,6629.63,1708606460,INR
WEB331336633,ACC00019089,ACC00019085,196921.02,1708670402,INR
WEB861744285,ACC00019104,ACC00019105,945847.5,1717434108,INR
WEB154038433,ACC00019108,ACC00019109,951991.94,1717434278,INR
WEB561725136,ACC00019099,ACC00019100,980635.97,1717434293,INR
WEB257534676,ACC00019101,ACC00019102,981486.24,1717434335,INR
WEB973573858,ACC00019103,ACC00019104,939063.61,1717434457,INR
WEB194733949,ACC00019116,ACC00019111,225288.34,1710544994,INR
WEB560604376,ACC00019114,ACC00019115,296026.59,1710545041,INR
WEB760031496,ACC00019119,ACC00019120,303251.82,1713554291,INR
WEB935102875,ACC00019120,ACC00019121,305869.32,1713554300,INR
WEB294631826,ACC00019121,ACC00019117,295903.46,1713554436,INR
WEB422905543,ACC00019122,ACC00019128,253703.16,1709160000,INR
WEB970097906,ACC00019129,ACC00019131,61555.7,1709246016,INR
WEB730070576,ACC00019132,ACC00019127,433311.81,1709267711,INR
WEB946955547,ACC00019130,ACC00019125,353395.88,1709406078,INR
WEB764240996,ACC00019130,ACC00019133,478496.38,1709411443,INR
WEB624021406,ACC00019135,ACC00019136,1244780.88,1721021413,INR
WEB217350127,ACC00019138,ACC00019139,1241355.51,1721021590,INR
WEB990386554,ACC00019140,ACC00019141,1219281.25,1721021645,INR
WEB644823055,ACC00019142,ACC00019143,1235767.4,1721021727,INR
WEB469032570,ACC00019139,ACC00019140,1274039.4,1721021905,INR
WEB816396811,ACC00019141,ACC00019142,1237156.39,1721021966,INR
WEB217203768,ACC00019151,ACC00019147,322849.28,1735013311,INR
WEB371350688,ACC00019152,ACC00019146,397998.22,1735013340,INR
WEB883248744,ACC00019152,ACC00019156,99265.94,1735013359,INR
WEB665499186,ACC00019162,ACC00019157,205720.55,1730125828,INR
WEB291833551,ACC00019158,ACC00019159,212490.89,1730126122,INR
WEB719589710,ACC00019164,ACC00019163,16329.19,1707540561,INR
WEB932891296,ACC00019170,ACC00019163,225545.52,1707540803,INR
WEB554055673,ACC00019172,ACC00019163,261624.16,1707540815,INR
WEB236328097,ACC00019167,ACC00019163,288619.84,1707540867,INR
WEB988569604,ACC00019167,ACC00019163,40552.47,1707540928,INR
WEB417877584,ACC00019173,ACC00019163,134158.92,1707540944,INR
WEB444497898,ACC00019163,ACC00019177,279747.19,1707540999,INR
WEB870453563,ACC00019163,ACC00019178,90053.31,1707541001,INR
WEB776761398,ACC00019179,ACC00019185,46075.88,1717383360,INR
WEB625896952,ACC00019179,ACC00019184,45101.65,1717383418,INR
WEB174521650,ACC00019179,ACC00019187,48665.36,1717383463,INR
WEB213575638,ACC00019179,ACC00019185,45144.84,1717383524,INR
WEB858385197,ACC00019179,ACC00019183,47396.29,1717383579,INR
WEB393465193,ACC00019179,ACC00019181,45591.03,1717383585,INR
WEB448931476,ACC00019179,ACC00019190,45118.23,1717383655,INR
WEB621904175,ACC00019179,ACC00019186,45740.81,1717383685,INR
WEB666831542,ACC00019179,ACC00019184,47885.87,1717383723,INR
WEB269875240,ACC00019179,ACC00019181,47776.39,1717383735,INR
WEB244541465,ACC00019197,ACC00019191,162534.38,1734606465,INR
WEB329792122,ACC00019196,ACC00019191,75754.84,1734606741,INR
WEB396553174,ACC00019198,ACC00019191,285485.77,1734606778,INR
WEB811670846,ACC00019197,ACC00019191,56923.88,1734606797,INR
WEB969336598,ACC00019191,ACC00019200,211017.33,1734606806,INR
WEB748232960,ACC00019204,ACC00019205,68830.13,1722200177,INR
WEB474211008,ACC00019206,ACC00019207,101655.87,1722200184,INR
WEB706776089,ACC00019203,ACC00019204,276375.48,1722200222,INR
WEB529428989,ACC00019204,ACC00019205,146832.7,1722200240,INR
WEB140313925,ACC00019208,ACC00019209,123169.56,1722200265,INR
WEB151489125,ACC00019204,ACC00019205,18886.1,1722200357,INR
WEB604994227,ACC00019212,ACC00019213,585194.06,1711377732,INR
WEB813114459,ACC00019217,ACC00019222,189417.51,1706328480,INR
WEB881925793,ACC00019220,ACC00019223,129541.62,1706393160,INR
WEB927522258,ACC00019226,ACC00019222,119988.83,1706448746,INR
WEB469706504,ACC00019219,ACC00019224,471647.26,1706494675,INR
WEB146819449,ACC00019221,ACC00019220,312474.32,1706557168,INR
WEB106381379,ACC00019224,ACC00019217,221268.75,1706607747,INR
WEB616401724,ACC00019218,ACC00019219,151003.41,1706760234,INR
WEB599342704,ACC00019224,ACC00019218,34333.41,1706827500,INR
WEB150908346,ACC00019224,ACC00019222,185058.6,1706834665,INR
WEB242325579,ACC00019219,ACC00019226,437876.27,1706845232,INR
WEB687142574,ACC00019220,ACC00019223,140104.84,1706884750,INR
WEB492079512,ACC00019223,ACC00019220,349825.61,1706969604,INR
WEB516893907,ACC00019228,ACC00019229,409713.93,1709279820,INR
WEB311359988,ACC00019234,ACC00019235,401929.5,1709279920,INR
WEB794488046,ACC00019228,ACC00019229,397917.75,1709280044,INR
WEB928454707,ACC00019244,ACC00019242,336225.82,1706235388,INR
WEB875882689,ACC00019242,ACC00019243,394246.8,1706255385,INR
WEB620440741,ACC00019239,ACC00019243,403025.13,1706279120,INR
WEB192232291,ACC00019244,ACC00019239,141903.83,1706285564,INR
WEB509206498,ACC00019244,ACC00019241,39587.72,1706318950,INR
WEB565117322,ACC00019249,ACC00019250,585509.42,1713398027,INR
WEB917855734,ACC00019250,ACC00019251,596321.83,1713398074,INR
WEB563086541,ACC00019256,ACC00019257,579413.41,1713398211,INR
WEB718639858,ACC00019250,ACC00019251,596130.76,1713398352,INR
WEB218184479,ACC00019254,ACC00019255,584917.64,1713398456,INR
WEB182319260,ACC00019260,ACC00019261,220596.21,1704632120,INR
WEB248657199,ACC00019258,ACC00019259,61917.06,1704632168,INR
WEB108989900,ACC00019259,ACC00019260,80827.2,1704632170,INR
WEB193220368,ACC00019261,ACC00019258,111169.1,1704632213,INR
WEB747077544,ACC00019267,ACC00019266,258866.37,1729528892,INR
WEB490433210,ACC00019263,ACC00019266,184183.24,1729528907,INR
WEB560877915,ACC00019267,ACC00019262,219910.1,1729528999,INR
WEB190602765,ACC00019266,ACC00019267,438392.21,1729529034,INR
WEB305788835,ACC00019269,ACC00019270,424202.84,1709062260,INR
WEB242024621,ACC00019270,ACC00019271,432796.69,1709062266,INR
WEB778005627,ACC00019271,ACC00019272,414823.08,1709062269,INR
WEB901049638,ACC00019269,ACC00019270,425336.0,1709062361,INR
WEB789239249,ACC00019270,ACC00019271,431656.13,1709062390,INR
WEB521791994,ACC00019272,ACC00019273,407168.87,1709062421,INR
WEB515796363,ACC00019269,ACC00019270,442432.29,1709062442,INR
WEB909711660,ACC00019278,ACC00019274,102325.56,1728581162,INR
WEB310654528,ACC00019277,ACC00019274,213397.87,1728581357,INR
WEB669990886,ACC00019275,ACC00019274,123821.75,1728581519,INR
WEB218716198,ACC00019274,ACC00019284,320974.9,1728581623,INR
WEB647937546,ACC00019287,ACC00019291,416151.09,1706215788,INR
WEB582303544,ACC00019300,ACC00019303,290587.92,1710671733,INR
WEB588173154,ACC00019303,ACC00019301,497385.06,1710671772,INR
WEB935005068,ACC00019308,ACC00019304,287402.75,1710671797,INR
WEB310234414,ACC00019307,ACC00019306,430089.52,1710671814,INR
WEB392538803,ACC00019296,ACC00019302,28758.01,1710671818,INR
WEB694520837,ACC00019308,ACC00019295,270290.61,1710671834,INR
WEB377286657,ACC00019299,ACC00019296,44723.13,1710671857,INR
WEB828541221,ACC00019302,ACC00019307,136225.94,1710671875,INR
WEB681117615,ACC00019305,ACC00019303,408363.39,1710671910,INR
WEB861485736,ACC00019302,ACC00019300,436944.74,1710671940,INR
WEB247181911,ACC00019301,ACC00019302,245660.21,1710671953,INR
WEB349118609,ACC00019295,ACC00019304,13672.25,1710671956,INR
WEB224141455,ACC00019301,ACC00019296,418582.96,1710671988,INR
WEB484029629,ACC00019311,ACC00019313,194120.84,1733053810,INR
WEB896254070,ACC00019312,ACC00019313,99603.66,1733053810,INR
WEB972381508,ACC00019315,ACC00019318,19233.18,1733053822,INR
WEB610615027,ACC00019316,ACC00019319,6678.96,1733053829,INR
WEB433949990,ACC00019320,ACC00019323,105906.93,1733053840,INR
WEB883404906,ACC00019321,ACC00019323,190051.25,1733053840,INR
WEB739579688,ACC00019322,ACC00019325,160966.02,1733053840,INR
WEB592621550,ACC00019325,ACC00019327,102256.39,1733053858,INR
WEB464764736,ACC00019328,ACC00019330,125984.22,1733053864,INR
WEB330028409,ACC00019330,ACC00019310,89995.64,1733053875,INR
WEB667077638,ACC00019309,ACC00019312,137063.94,1733053884,INR
WEB826865193,ACC00019311,ACC00019312,122011.59,1733053887,INR
WEB898765422,ACC00019313,ACC00019316,47629.26,1733053894,INR
WEB837910035,ACC00019332,ACC00019338,61133.92,1713315307,INR
WEB292992921,ACC00019335,ACC00019336,148639.53,1713315363,INR
WEB574663355,ACC00019339,ACC00019340,488577.96,1714988221,INR
WEB105376893,ACC00019343,ACC00019341,487161.99,1714988235,INR
WEB405786881,ACC00019341,ACC00019344,343880.39,1714988350,INR
WEB750952165,ACC00019345,ACC00019341,355094.4,1714988362,INR
WEB416146331,ACC00019339,ACC00019346,101682.78,1714988376,INR
WEB873793484,ACC00019346,ACC00019345,128167.06,1714988430,INR
WEB405657118,ACC00019341,ACC00019344,199409.0,1714988461,INR
WEB165533690,ACC00019339,ACC00019344,264167.52,1714988490,INR
WEB764563386,ACC00019342,ACC00019343,307053.87,1714988493,INR
WEB649391560,ACC00019339,ACC00019342,215212.56,1714988496,INR
WEB648338101,ACC00019340,ACC00019344,327388.03,1714988506,INR
WEB271631301,ACC00019347,ACC00019350,74252.66,1709472120,INR
WEB689722489,ACC00019348,ACC00019350,198582.56,1709472124,INR
WEB547162988,ACC00019367,ACC00019347,2338.53,1709472161,INR
WEB538457052,ACC00019349,ACC00019351,88002.59,1709472168,INR
WEB891620100,ACC00019357,ACC00019360,140422.29,1709472177,INR
WEB457917946,ACC00019363,ACC00019364,176757.57,1709472187,INR
WEB967854150,ACC00019366,ACC00019348,35212.56,1709472196,INR
WEB685288307,ACC00019367,ACC00019347,169591.89,1709472200,INR
WEB929452604,ACC00019349,ACC00019350,118311.73,1709472210,INR
WEB766455994,ACC00019350,ACC00019352,116258.61,1709472214,INR
WEB291251911,ACC00019358,ACC00019360,180799.42,1709472238,INR
WEB743966314,ACC00019361,ACC00019363,39089.96,1709472247,INR
WEB773279835,ACC00019362,ACC00019365,136844.24,1709472249,INR
WEB600417442,ACC00019363,ACC00019364,27652.77,1709472250,INR
WEB743761679,ACC00019364,ACC00019367,27479.12,1709472250,INR
WEB539197341,ACC00019349,ACC00019352,50712.84,1709472258,INR
WEB421692705,ACC00019355,ACC00019357,95311.8,1709472268,INR
WEB826800192,ACC00019357,ACC00019359,47555.51,1709472272,INR
WEB886782584,ACC00019368,ACC00019373,47119.62,1726599840,INR
WEB197548795,ACC00019368,ACC00019372,48733.03,1726599885,INR
WEB369819874,ACC00019368,ACC00019373,46432.34,1726600037,INR
WEB939300254,ACC00019368,ACC00019373,46848.42,1726600126,INR
WEB113579523,ACC00019368,ACC00019371,47797.79,1726600146,INR
WEB479566470,ACC00019368,ACC00019369,45958.36,1726600166,INR
WEB799611485,ACC00019368,ACC00019371,47293.37,1726600210,INR
WEB372891082,ACC00019368,ACC00019372,45242.8,1726600215,INR
WEB493864397,ACC00019368,ACC00019370,48526.8,1726600288,INR
WEB660693951,ACC00019375,ACC00019376,1900653.28,1708681007,INR
WEB466526051,ACC00019376,ACC00019377,1966781.99,1708681048,INR
WEB195431324,ACC00019384,ACC00019385,836357.09,1731010708,INR
WEB922390616,ACC00019388,ACC00019389,837464.85,1731010768,INR
WEB309258963,ACC00019391,ACC00019384,774277.85,1731010779,INR
WEB908811794,ACC00019386,ACC00019387,803609.66,1731010923,INR
WEB997747066,ACC00019387,ACC00019388,793486.98,1731010927,INR
WEB405145430,ACC00019391,ACC00019384,830151.99,1731011016,INR
WEB370836389,ACC00019387,ACC00019388,775420.22,1731011065,INR
WEB668426828,ACC00019397,ACC00019392,324341.15,1704124740,INR
WEB468724475,ACC00019393,ACC00019392,494846.74,1704164588,INR
WEB809340580,ACC00019400,ACC00019401,1171224.21,1706225212,INR
WEB485719730,ACC00019404,ACC00019405,1138165.91,1706225357,INR
WEB390867347,ACC00019400,ACC00019401,1148179.28,1706225695,INR
WEB478262240,ACC00019412,ACC00019414,100166.1,1720820287,INR
WEB309471661,ACC00019411,ACC00019414,120612.22,1720820495,INR
WEB951973062,ACC00019416,ACC00019411,144158.61,1720820495,INR
WEB204792187,ACC00019414,ACC00019417,15234.79,1720820513,INR
WEB429832865,ACC00019415,ACC00019416,169809.31,1720820618,INR
WEB500313215,ACC00019412,ACC00019418,132839.21,1720820637,INR
WEB158917621,ACC00019416,ACC00019411,12911.45,1720820658,INR
WEB167853402,ACC00019422,ACC00019428,312873.93,1719232402,INR
WEB578183367,ACC00019430,ACC00019420,306573.08,1719232501,INR
WEB629881815,ACC00019423,ACC00019427,205326.04,1719232530,INR
WEB476764649,ACC00019427,ACC00019424,342283.27,1719232596,INR
WEB717250456,ACC00019429,ACC00019424,258145.3,1719232601,INR
WEB484736862,ACC00019427,ACC00019425,198446.81,1719232647,INR
WEB403951866,ACC00019436,ACC00019438,139217.52,1732542183,INR
WEB327896956,ACC00019438,ACC00019441,49595.98,1732542184,INR
WEB737158909,ACC00019439,ACC00019441,75118.73,1732542186,INR
WEB712328461,ACC00019445,ACC00019446,61562.79,1732542200,INR
WEB956949822,ACC00019440,ACC00019441,78684.59,1732542220,INR
WEB343348761,ACC00019442,ACC00019444,140549.79,1732542221,INR
WEB226460539,ACC00019443,ACC00019446,50917.55,1732542228,INR
WEB264425322,ACC00019448,ACC00019435,162222.89,1732542240,INR
WEB107842083,ACC00019434,ACC00019437,189209.06,1732542245,INR
WEB363067362,ACC00019435,ACC00019438,162500.39,1732542247,INR
WEB858059223,ACC00019436,ACC00019439,178689.33,1732542248,INR
WEB992430564,ACC00019437,ACC00019439,197433.03,1732542249,INR
WEB242895098,ACC00019438,ACC00019440,132881.19,1732542249,INR
WEB277818726,ACC00019439,ACC00019441,66007.9,1732542253,INR
WEB298267982,ACC00019449,ACC00019456,45808.62,1731151229,INR
WEB948141248,ACC00019449,ACC00019463,45925.35,1731151352,INR
WEB216291222,ACC00019449,ACC00019451,45958.33,1731151402,INR
WEB357944225,ACC00019449,ACC00019458,48645.91,1731151462,INR
WEB867761722,ACC00019449,ACC00019459,48462.87,1731151644,INR
WEB474504251,ACC00019464,ACC00019465,776584.76,1734738350,INR
WEB324980987,ACC00019474,ACC00019475,169663.36,1710134776,INR
WEB727168616,ACC00019475,ACC00019476,180472.99,1710134780,INR
WEB607726578,ACC00019474,ACC00019475,167446.19,1710134882,INR
WEB447672469,ACC00019477,ACC00019478,172587.49,1710135070,INR
WEB653893730,ACC00019478,ACC00019479,175758.8,1710135075,INR
WEB369318507,ACC00019479,ACC00019480,169009.67,1710135115,INR
WEB694579535,ACC00019482,ACC00019484,314836.68,1725414266,INR
WEB556910409,ACC00019485,ACC00019486,272576.15,1725480892,INR
WEB325607308,ACC00019482,ACC00019484,29994.73,1725499520,INR
WEB595031530,ACC00019485,ACC00019486,273110.59,1725633751,INR
WEB913774833,ACC00019484,ACC00019486,86606.17,1725675809,INR
WEB305494043,ACC00019492,ACC00019493,672145.94,1725680603,INR
WEB465383576,ACC00019501,ACC00019496,65308.59,1731909161,INR
WEB833777936,ACC00019501,ACC00019496,190972.11,1731909170,INR
WEB307440566,ACC00019498,ACC00019497,380507.72,1731909202,INR
WEB374601711,ACC00019499,ACC00019497,482388.08,1731909355,INR
WEB221753028,ACC00019501,ACC00019500,262218.0,1731909375,INR
WEB667791803,ACC00019503,ACC00019504,269753.4,1720122130,INR
WEB247272332,ACC00019505,ACC00019503,278230.07,1720122221,INR
WEB157459215,ACC00019505,ACC00019503,281873.12,1720122348,INR
WEB749792895,ACC00019503,ACC00019504,262415.24,1720122368,INR
WEB519375269,ACC00019513,ACC00019506,245162.17,1734844446,INR
WEB930720774,ACC00019518,ACC00019506,239356.33,1734844459,INR
WEB340270602,ACC00019520,ACC00019506,105586.9,1734844762,INR
WEB957694495,ACC00019509,ACC00019506,217203.53,1734844840,INR
WEB449761017,ACC00019506,ACC00019523,253276.28,1734844885,INR
WEB263029308,ACC00019506,ACC00019524,217805.23,1734844889,INR
WEB153629913,ACC00019506,ACC00019527,295497.39,1734844945,INR
WEB886775233,ACC00019528,ACC00019541,47711.15,1730464299,INR
WEB549902992,ACC00019528,ACC00019539,45355.76,1730464334,INR
WEB147775872,ACC00019528,ACC00019538,47513.49,1730464372,INR
WEB556625030,ACC00019528,ACC00019538,48145.28,1730464395,INR
WEB878281944,ACC00019528,ACC00019534,48605.5,1730464405,INR
WEB315213392,ACC00019528,ACC00019539,48424.31,1730464433,INR
WEB911057494,ACC00019528,ACC00019539,48946.22,1730464436,INR
WEB319781894,ACC00019528,ACC00019539,47996.66,1730464726,INR
WEB431582504,ACC00019528,ACC00019529,46471.94,1730464767,INR
WEB941193169,ACC00019528,ACC00019536,46654.22,1730464772,INR
WEB148040714,ACC00019528,ACC00019537,46721.22,1730464783,INR
WEB616114161,ACC00019528,ACC00019536,45897.62,1730464794,INR
WEB801763493,ACC00019545,ACC00019544,194904.48,1722899275,INR
WEB814020115,ACC00019549,ACC00019544,180501.98,1722899531,INR
WEB944373184,ACC00019551,ACC00019544,59206.69,1722899585,INR
WEB513309750,ACC00019548,ACC00019544,172270.86,1722899589,INR
WEB233154329,ACC00019544,ACC00019557,219279.57,1722899630,INR
WEB997609395,ACC00019546,ACC00019544,11423.69,1722899756,INR
WEB578961055,ACC00019559,ACC00019560,126035.66,1729828947,INR
WEB602124631,ACC00019561,ACC00019562,221861.2,1729828952,INR
WEB606709093,ACC00019568,ACC00019569,595987.89,1733747327,INR
WEB518544361,ACC00019569,ACC00019563,633818.83,1733747328,INR
WEB501788332,ACC00019563,ACC00019564,638189.99,1733747352,INR
WEB593916427,ACC00019569,ACC00019563,637080.8,1733747532,INR
WEB596143831,ACC00019563,ACC00019564,608111.95,1733747549,INR
WEB605816634,ACC00019571,ACC00019574,256416.55,1708605360,INR
WEB787328901,ACC00019585,ACC00019570,455321.76,1708626163,INR
WEB873376145,ACC00019575,ACC00019583,214759.3,1708689530,INR
WEB932241106,ACC00019586,ACC00019572,302177.29,1708776757,INR
WEB222503035,ACC00019592,ACC00019593,574241.21,1725863360,INR
WEB604786595,ACC00019588,ACC00019589,596467.25,1725863463,INR
WEB705276421,ACC00019592,ACC00019593,588223.84,1725863548,INR
WEB180590912,ACC00019598,ACC00019608,169492.52,1729747126,INR
WEB782200836,ACC00019607,ACC00019594,110732.39,1729843098,INR
WEB293790897,ACC00019613,ACC00019614,511176.89,1716277737,INR
WEB739402908,ACC00019620,ACC00019621,535582.98,1716277933,INR
WEB608356643,ACC00019613,ACC00019614,517385.0,1716277988,INR
WEB542809144,ACC00019614,ACC00019615,528741.86,1716278016,INR
WEB803049645,ACC00019618,ACC00019619,518123.24,1716278081,INR
WEB979719692,ACC00019625,ACC00019626,252418.63,1720491136,INR
WEB195941508,ACC00019631,ACC00019632,145039.13,1728782614,INR
WEB718502350,ACC00019631,ACC00019632,85096.06,1728782651,INR
WEB900975782,ACC00019635,ACC00019637,186287.48,1728782749,INR
WEB599095626,ACC00019630,ACC00019632,13233.93,1728782813,INR
WEB776515108,ACC00019633,ACC00019629,190512.66,1728782832,INR
