transaction_id,debit_account_no,credit_account_no,transaction_amount,transaction_date
NB410817778,ACC00001361,ACC00001363,117132.87,2024-09-13 14:52:28
NB893133463,ACC00001367,ACC00001362,267632.55,2024-09-13 14:52:31
NB907516496,ACC00001367,ACC00001366,431554.48,2024-09-13 14:52:32
NB338804660,ACC00001364,ACC00001367,256025.76,2024-09-13 14:53:04
NB899003970,ACC00001366,ACC00001361,287665.16,2024-09-13 14:53:18
NB984810808,ACC00001362,ACC00001366,146259.79,2024-09-13 14:53:54
NB250603016,ACC00001362,ACC00001366,486725.81,2024-09-13 14:53:58
NB794018406,ACC00001361,ACC00001367,377467.85,2024-09-13 14:53:59
NB177931584,ACC00001366,ACC00001367,227763.86,2024-09-13 14:54:21
NB606979467,ACC00001361,ACC00001364,97562.18,2024-09-13 14:54:52
NB954219381,ACC00001367,ACC00001366,269801.69,2024-09-13 14:54:57
NB570611559,ACC00001373,ACC00001371,329630.98,2024-04-27 10:31:23
NB758959861,ACC00001371,ACC00001370,281359.16,2024-04-27 10:31:53
NB504624025,ACC00001372,ACC00001368,64777.25,2024-04-27 10:32:27
NB965870441,ACC00001368,ACC00001369,126175.9,2024-04-27 10:33:33
NB869949575,ACC00001369,ACC00001373,289400.41,2024-04-27 10:35:53
NB907020764,ACC00001376,ACC00001374,390132.98,2024-08-02 13:12:08
NB602155060,ACC00001377,ACC00001381,101971.89,2024-08-02 13:12:31
NB691362398,ACC00001374,ACC00001379,360098.63,2024-08-02 13:12:51
NB133500613,ACC00001377,ACC00001378,132118.09,2024-08-02 13:13:26
NB205858521,ACC00001375,ACC00001380,310691.04,2024-08-02 13:13:28
NB612876595,ACC00001374,ACC00001378,358333.23,2024-08-02 13:13:51
NB732600531,ACC00001374,ACC00001377,260049.47,2024-08-02 13:13:58
NB514482628,ACC00001378,ACC00001380,171448.1,2024-08-02 13:14:32
NB963176613,ACC00001379,ACC00001380,108543.89,2024-08-02 13:15:02
NB949537284,ACC00001378,ACC00001375,162292.14,2024-08-02 13:15:23
NB207549990,ACC00001375,ACC00001374,84747.26,2024-08-02 13:15:28
NB706120270,ACC00001376,ACC00001374,294416.27,2024-08-02 13:16:07
NB822150288,ACC00001375,ACC00001377,152335.77,2024-08-02 13:16:41
NB208390412,ACC00001380,ACC00001377,260118.92,2024-08-02 13:16:56
NB930808018,ACC00001382,ACC00001384,103573.73,2024-09-17 09:49:42
NB854287580,ACC00001382,ACC00001386,467503.26,2024-09-17 09:50:06
NB205117852,ACC00001382,ACC00001383,447683.45,2024-09-17 09:51:30
NB757816303,ACC00001387,ACC00001383,88398.14,2024-09-17 09:51:33
NB181223915,ACC00001382,ACC00001386,299202.81,2024-09-17 09:52:37
NB590720902,ACC00001387,ACC00001382,158344.97,2024-09-17 09:53:05
NB715036016,ACC00001386,ACC00001383,279764.06,2024-09-17 09:53:21
NB357336905,ACC00001395,ACC00001397,106141.89,2024-05-13 13:13:00
NB853158772,ACC00001393,ACC00001395,46955.35,2024-05-13 13:13:01
NB313175393,ACC00001388,ACC00001389,398749.85,2024-05-13 13:13:09
NB657862224,ACC00001390,ACC00001394,159661.71,2024-05-13 13:14:50
NB779064947,ACC00001391,ACC00001389,156256.88,2024-05-13 13:15:18
NB188000696,ACC00001397,ACC00001391,462057.02,2024-05-13 13:15:39
NB281002529,ACC00001388,ACC00001394,311811.52,2024-05-13 13:15:41
NB566133018,ACC00001393,ACC00001389,75658.88,2024-05-13 13:16:02
NB193897994,ACC00001389,ACC00001391,118333.65,2024-05-13 13:16:38
NB761717880,ACC00001396,ACC00001391,336064.75,2024-05-13 13:16:41
NB399958746,ACC00001390,ACC00001397,125040.43,2024-05-13 13:16:52
NB689367245,ACC00001393,ACC00001395,259648.34,2024-05-13 13:17:33
NB932814926,ACC00001400,ACC00001402,321326.36,2024-12-08 09:35:03
NB647161209,ACC00001400,ACC00001402,300027.7,2024-12-08 09:35:21
NB104492909,ACC00001401,ACC00001404,65799.13,2024-12-08 09:35:22
NB397938154,ACC00001401,ACC00001400,472463.24,2024-12-08 09:35:39
NB923135058,ACC00001402,ACC00001400,463280.47,2024-12-08 09:35:56
NB382950571,ACC00001398,ACC00001401,433261.85,2024-12-08 09:36:06
NB336574844,ACC00001404,ACC00001398,354920.42,2024-12-08 09:37:39
NB757376681,ACC00001403,ACC00001400,7093.51,2024-12-08 09:38:27
NB523434707,ACC00001400,ACC00001399,192204.66,2024-12-08 09:39:30
NB890883538,ACC00001405,ACC00001411,456362.92,2024-05-05 20:16:55
NB896424944,ACC00001409,ACC00001408,64557.44,2024-05-05 20:17:18
NB768076316,ACC00001406,ACC00001412,188234.81,2024-05-05 20:18:54
NB909729619,ACC00001412,ACC00001409,461796.13,2024-05-05 20:18:58
NB578630502,ACC00001407,ACC00001410,195584.77,2024-05-05 20:19:40
NB827691558,ACC00001419,ACC00001421,155737.6,2024-04-21 20:28:05
NB445629118,ACC00001416,ACC00001420,334025.37,2024-04-21 20:28:45
NB687704277,ACC00001422,ACC00001420,139916.94,2024-04-21 20:28:52
NB342233227,ACC00001419,ACC00001414,306252.06,2024-04-21 20:29:14
NB216669697,ACC00001414,ACC00001419,420564.86,2024-04-21 20:29:37
NB584177932,ACC00001421,ACC00001415,136769.25,2024-04-21 20:30:24
NB831345610,ACC00001417,ACC00001419,437783.26,2024-04-21 20:30:56
NB524729818,ACC00001418,ACC00001420,176746.09,2024-04-21 20:32:22
NB322554915,ACC00001418,ACC00001420,195984.91,2024-04-21 20:32:52
NB697365826,ACC00001433,ACC00001430,321189.38,2024-10-26 07:17:24
NB298702238,ACC00001430,ACC00001424,347232.23,2024-10-26 07:18:38
NB450806449,ACC00001423,ACC00001429,220520.83,2024-10-26 07:18:56
NB775667693,ACC00001424,ACC00001435,128439.63,2024-10-26 07:19:15
NB871375004,ACC00001434,ACC00001424,418376.72,2024-10-26 07:19:20
NB854137251,ACC00001429,ACC00001432,298710.57,2024-10-26 07:19:26
NB210636441,ACC00001435,ACC00001432,309185.9,2024-10-26 07:20:44
NB766289663,ACC00001425,ACC00001424,144822.17,2024-10-26 07:20:53
NB257665640,ACC00001428,ACC00001431,285596.35,2024-10-26 07:21:15
NB698070298,ACC00001423,ACC00001424,348526.55,2024-10-26 07:21:50
NB720844653,ACC00001443,ACC00001442,200682.92,2024-10-26 11:06:10
NB654610902,ACC00001443,ACC00001439,69997.87,2024-10-26 11:07:03
NB164176621,ACC00001440,ACC00001443,59810.51,2024-10-26 11:07:39
NB446267379,ACC00001443,ACC00001439,239475.94,2024-10-26 11:07:49
NB344656897,ACC00001443,ACC00001438,442632.96,2024-10-26 11:08:33
NB828146268,ACC00001441,ACC00001439,203111.71,2024-10-26 11:08:44
NB693720024,ACC00001439,ACC00001444,199097.61,2024-10-26 11:08:54
NB275676532,ACC00001440,ACC00001442,135600.99,2024-10-26 11:08:57
NB962235317,ACC00001444,ACC00001441,319251.93,2024-10-26 11:09:07
NB818147934,ACC00001438,ACC00001443,6139.04,2024-10-26 11:09:48
NB197652557,ACC00001439,ACC00001443,235193.21,2024-10-26 11:10:26
NB355802306,ACC00001446,ACC00001448,150833.97,2024-08-07 07:43:14
NB230463467,ACC00001445,ACC00001453,67540.06,2024-08-07 07:44:16
NB649501097,ACC00001450,ACC00001446,27400.15,2024-08-07 07:44:55
NB902971090,ACC00001445,ACC00001449,51589.45,2024-08-07 07:45:29
NB947231920,ACC00001448,ACC00001451,440186.39,2024-08-07 07:45:58
NB879213488,ACC00001447,ACC00001452,37981.49,2024-08-07 07:46:13
NB635632623,ACC00001450,ACC00001447,110024.32,2024-08-07 07:46:30
NB882054563,ACC00001453,ACC00001452,189364.6,2024-08-07 07:47:06
NB976664721,ACC00001446,ACC00001451,199376.53,2024-08-07 07:47:29
NB761208478,ACC00001459,ACC00001461,324195.8,2024-07-04 20:30:37
NB243810748,ACC00001459,ACC00001455,303587.68,2024-07-04 20:30:41
NB764478612,ACC00001462,ACC00001455,410310.71,2024-07-04 20:30:46
NB517406358,ACC00001458,ACC00001457,421135.01,2024-07-04 20:30:58
NB537826857,ACC00001463,ACC00001459,109251.95,2024-07-04 20:31:24
NB573562387,ACC00001455,ACC00001463,45354.61,2024-07-04 20:31:35
NB626810968,ACC00001458,ACC00001454,311784.57,2024-07-04 20:31:45
NB455436229,ACC00001460,ACC00001458,496260.54,2024-07-04 20:32:48
NB211197032,ACC00001461,ACC00001455,242891.0,2024-07-04 20:33:20
NB127378805,ACC00001457,ACC00001462,156647.59,2024-07-04 20:33:40
NB274210325,ACC00001472,ACC00001468,259614.93,2024-08-18 09:06:13
NB441679589,ACC00001470,ACC00001464,293258.54,2024-08-18 09:06:46
NB929930936,ACC00001465,ACC00001471,453355.09,2024-08-18 09:07:40
NB603210816,ACC00001485,ACC00001484,231210.54,2024-10-08 23:55:30
NB521170018,ACC00001477,ACC00001479,29767.19,2024-10-08 23:56:05
NB780742842,ACC00001490,ACC00001492,435142.95,2024-05-13 22:26:17
NB797974998,ACC00001493,ACC00001489,232676.43,2024-05-13 22:26:48
NB753207440,ACC00001490,ACC00001498,380655.12,2024-05-13 22:27:35
NB686564272,ACC00001488,ACC00001490,216215.95,2024-05-13 22:30:30
NB194882275,ACC00001500,ACC00001502,41653.99,2024-05-13 22:30:37
NB685484932,ACC00001506,ACC00001512,459751.88,2024-11-23 06:30:04
NB751992446,ACC00001508,ACC00001509,146197.81,2024-11-23 06:30:29
NB722005368,ACC00001504,ACC00001509,299105.41,2024-11-23 06:31:09
NB186782580,ACC00001512,ACC00001505,277150.2,2024-11-23 06:31:56
NB201653671,ACC00001509,ACC00001503,38312.74,2024-11-23 06:32:23
NB768639760,ACC00001511,ACC00001512,455823.24,2024-11-23 06:32:32
NB971176624,ACC00001504,ACC00001505,132971.31,2024-11-23 06:34:25
NB912257412,ACC00001510,ACC00001516,367457.99,2024-11-23 06:34:49
NB158131290,ACC00001518,ACC00001520,78193.28,2024-10-26 22:01:15
NB680284003,ACC00001521,ACC00001527,129258.63,2024-10-26 22:01:50
NB986851674,ACC00001517,ACC00001523,90021.42,2024-10-26 22:02:32
NB191729165,ACC00001518,ACC00001521,78926.73,2024-10-26 22:02:50
NB784996608,ACC00001520,ACC00001527,309420.78,2024-10-26 22:03:59
NB420768582,ACC00001525,ACC00001526,272699.21,2024-10-26 22:04:17
NB316719243,ACC00001518,ACC00001517,161353.59,2024-10-26 22:05:26
NB310666229,ACC00001519,ACC00001521,207639.44,2024-10-26 22:05:27
NB675267404,ACC00001530,ACC00001536,318268.59,2024-02-02 23:56:01
NB344006970,ACC00001533,ACC00001535,161308.27,2024-02-02 23:57:06
NB650256039,ACC00001530,ACC00001535,272842.92,2024-02-02 23:57:20
NB830278947,ACC00001532,ACC00001531,173205.25,2024-02-02 23:57:54
NB347434432,ACC00001533,ACC00001535,171545.08,2024-02-02 23:58:29
NB505899061,ACC00001531,ACC00001534,28874.06,2024-02-02 23:58:30
NB681303193,ACC00001530,ACC00001533,340979.87,2024-02-02 23:58:51
NB597466165,ACC00001535,ACC00001528,423652.77,2024-02-02 23:59:06
NB816403198,ACC00001534,ACC00001528,62390.06,2024-02-02 23:59:08
NB516621962,ACC00001530,ACC00001532,47988.59,2024-02-03 00:00:08
NB160641169,ACC00001534,ACC00001528,365680.35,2024-02-03 00:01:00
NB799389967,ACC00001542,ACC00001538,55634.1,2024-05-15 08:47:53
NB388810959,ACC00001538,ACC00001541,43029.97,2024-05-15 08:48:33
NB215712007,ACC00001537,ACC00001538,390363.0,2024-05-15 08:48:58
NB267364840,ACC00001540,ACC00001541,130176.91,2024-05-15 08:50:05
NB575458397,ACC00001542,ACC00001541,220555.26,2024-05-15 08:50:58
NB659006092,ACC00001540,ACC00001537,393846.83,2024-05-15 08:51:03
NB755734675,ACC00001546,ACC00001543,345054.56,2024-06-25 13:17:21
NB821044511,ACC00001549,ACC00001543,378284.48,2024-06-25 13:18:46
NB462933448,ACC00001547,ACC00001543,262625.53,2024-06-25 13:19:47
NB248036744,ACC00001544,ACC00001545,48869.33,2024-06-25 13:19:49
NB278030840,ACC00001544,ACC00001549,324762.19,2024-06-25 13:20:03
NB897392082,ACC00001549,ACC00001547,142256.39,2024-06-25 13:20:52
NB716675513,ACC00001552,ACC00001557,18138.35,2024-07-21 00:41:17
NB694585912,ACC00001558,ACC00001556,261879.94,2024-07-21 00:41:19
NB771690271,ACC00001557,ACC00001552,43781.35,2024-07-21 00:41:19
NB730824033,ACC00001554,ACC00001559,325315.97,2024-07-21 00:41:27
NB373411652,ACC00001558,ACC00001552,290666.23,2024-07-21 00:41:36
NB143538597,ACC00001552,ACC00001555,191413.99,2024-07-21 00:41:37
NB544737505,ACC00001559,ACC00001554,198993.39,2024-07-21 00:42:35
NB503572346,ACC00001553,ACC00001560,30984.67,2024-07-21 00:43:24
NB939207645,ACC00001560,ACC00001559,317021.14,2024-07-21 00:43:34
NB239487122,ACC00001559,ACC00001554,120095.97,2024-07-21 00:44:19
NB303524424,ACC00001557,ACC00001556,275790.71,2024-07-21 00:45:10
NB614132629,ACC00001564,ACC00001562,396437.31,2024-11-02 02:54:14
NB104842107,ACC00001568,ACC00001567,421556.7,2024-11-02 02:54:38
NB733410924,ACC00001565,ACC00001568,63549.66,2024-11-02 02:54:49
NB726326564,ACC00001570,ACC00001562,28006.95,2024-11-02 02:54:49
NB523373890,ACC00001568,ACC00001562,252321.5,2024-11-02 02:54:50
NB401622532,ACC00001567,ACC00001562,150432.02,2024-11-02 02:54:53
NB941721517,ACC00001570,ACC00001569,204508.37,2024-11-02 02:55:27
NB263845355,ACC00001568,ACC00001569,5261.84,2024-11-02 02:55:28
NB204183515,ACC00001565,ACC00001563,265638.21,2024-11-02 02:55:28
NB340729663,ACC00001562,ACC00001565,354459.64,2024-11-02 02:55:58
NB611385870,ACC00001563,ACC00001569,169378.26,2024-11-02 02:56:45
NB749613376,ACC00001573,ACC00001572,397023.69,2024-10-17 22:06:59
NB842332716,ACC00001573,ACC00001580,353804.03,2024-10-17 22:07:17
NB709832689,ACC00001582,ACC00001577,378084.44,2024-10-17 22:08:08
NB745113029,ACC00001575,ACC00001579,116542.22,2024-10-17 22:09:05
NB359651018,ACC00001592,ACC00001594,494523.72,2024-06-19 12:52:00
NB701493908,ACC00001591,ACC00001584,233305.4,2024-06-19 12:52:03
NB515548892,ACC00001595,ACC00001587,252490.8,2024-06-19 12:53:05
NB435221239,ACC00001588,ACC00001595,327960.37,2024-06-19 12:53:37
NB879822798,ACC00001583,ACC00001596,309145.63,2024-06-19 12:56:33
NB188994445,ACC00001604,ACC00001599,407723.13,2024-01-03 15:50:12
NB904067717,ACC00001598,ACC00001601,143879.6,2024-01-03 15:50:58
NB836744822,ACC00001602,ACC00001606,161258.71,2024-01-03 15:51:09
NB260235367,ACC00001611,ACC00001601,101828.75,2024-01-03 15:51:33
NB509689603,ACC00001601,ACC00001602,484265.76,2024-01-03 15:51:51
NB780853073,ACC00001608,ACC00001600,67384.25,2024-01-03 15:52:12
NB724853863,ACC00001603,ACC00001610,380769.38,2024-01-03 15:53:06
NB668371576,ACC00001605,ACC00001608,27819.57,2024-01-03 15:53:50
NB729216076,ACC00001606,ACC00001599,252619.11,2024-01-03 15:54:03
NB572334248,ACC00001620,ACC00001615,133608.54,2024-02-02 21:33:14
NB869944456,ACC00001612,ACC00001622,12713.34,2024-02-02 21:33:47
NB838581323,ACC00001621,ACC00001620,226868.82,2024-02-02 21:34:43
NB636634008,ACC00001618,ACC00001616,39056.3,2024-02-02 21:36:47
NB913806643,ACC00001628,ACC00001627,70754.09,2024-09-08 07:22:03
NB963641244,ACC00001634,ACC00001625,227823.34,2024-09-08 07:22:45
NB876234212,ACC00001633,ACC00001624,252826.35,2024-09-08 07:22:58
NB933428501,ACC00001626,ACC00001632,53599.92,2024-09-08 07:23:19
NB122670343,ACC00001625,ACC00001623,252542.44,2024-09-08 07:23:50
NB317581241,ACC00001628,ACC00001624,200322.62,2024-09-08 07:23:54
NB201420275,ACC00001626,ACC00001632,41092.91,2024-09-08 07:25:52
NB918086360,ACC00001633,ACC00001632,342094.53,2024-09-08 07:26:06
NB412375582,ACC00001648,ACC00001641,93770.37,2024-10-10 18:20:27
NB469322660,ACC00001636,ACC00001635,67165.93,2024-10-10 18:20:28
NB277840318,ACC00001647,ACC00001640,78596.43,2024-10-10 18:20:28
NB634840328,ACC00001639,ACC00001649,106482.91,2024-10-10 18:22:20
NB807289697,ACC00001647,ACC00001649,137157.69,2024-10-10 18:22:20
NB573368327,ACC00001646,ACC00001647,220353.2,2024-10-10 18:22:36
NB454198604,ACC00001645,ACC00001641,465669.92,2024-10-10 18:22:44
NB802795480,ACC00001635,ACC00001643,396690.21,2024-10-10 18:22:57
NB735754908,ACC00001643,ACC00001642,499031.44,2024-10-10 18:24:08
NB476669666,ACC00001643,ACC00001636,180319.14,2024-10-10 18:24:11
NB333644113,ACC00001636,ACC00001635,190524.22,2024-10-10 18:24:56
NB512287871,ACC00001643,ACC00001644,7486.71,2024-10-10 18:25:00
NB688764750,ACC00001659,ACC00001658,453095.44,2024-12-17 03:15:14
NB614009397,ACC00001654,ACC00001650,376900.16,2024-12-17 03:15:26
NB823644410,ACC00001655,ACC00001652,291480.57,2024-12-17 03:15:44
NB573412510,ACC00001660,ACC00001651,469669.82,2024-12-17 03:16:15
NB178170070,ACC00001653,ACC00001657,355459.29,2024-12-17 03:17:16
NB891293198,ACC00001655,ACC00001656,107550.5,2024-12-17 03:17:48
NB704972679,ACC00001659,ACC00001656,167489.89,2024-12-17 03:17:57
NB131784970,ACC00001660,ACC00001656,55822.32,2024-12-17 03:18:07
NB678713202,ACC00001668,ACC00001669,76439.72,2024-03-16 07:26:57
NB685340167,ACC00001671,ACC00001670,366142.2,2024-03-16 07:27:04
NB145140058,ACC00001664,ACC00001671,231045.18,2024-03-16 07:28:00
NB811210326,ACC00001671,ACC00001668,5767.09,2024-03-16 07:28:17
NB521860532,ACC00001670,ACC00001662,165672.35,2024-03-16 07:29:58
NB616947243,ACC00001670,ACC00001664,102756.83,2024-03-16 07:30:15
NB524435042,ACC00001665,ACC00001667,425766.71,2024-03-16 07:30:35
NB568504075,ACC00001661,ACC00001671,391787.15,2024-03-16 07:30:48
NB131664538,ACC00001685,ACC00001687,166271.98,2024-08-17 12:21:01
NB925206244,ACC00001688,ACC00001685,135386.18,2024-08-17 12:21:23
NB716656469,ACC00001685,ACC00001688,178838.86,2024-08-17 12:21:34
NB497532116,ACC00001686,ACC00001687,302774.84,2024-08-17 12:21:42
NB315151411,ACC00001684,ACC00001686,424780.99,2024-08-17 12:23:07
NB556553698,ACC00001685,ACC00001688,254271.28,2024-08-17 12:23:46
NB427667712,ACC00001687,ACC00001689,191019.98,2024-08-17 12:24:27
NB938548398,ACC00001685,ACC00001689,433228.12,2024-08-17 12:24:35
NB350992418,ACC00001684,ACC00001688,26967.32,2024-08-17 12:24:40
NB418603666,ACC00001685,ACC00001684,421018.38,2024-08-17 12:25:02
NB660220966,ACC00001688,ACC00001685,292282.63,2024-08-17 12:25:10
NB894026434,ACC00001689,ACC00001687,386283.12,2024-08-17 12:25:13
NB981199721,ACC00001688,ACC00001685,181619.0,2024-08-17 12:25:24
NB183842144,ACC00001697,ACC00001696,52560.3,2024-06-23 21:14:01
NB983602739,ACC00001693,ACC00001696,408686.84,2024-06-23 21:14:52
NB387941431,ACC00001692,ACC00001690,74398.92,2024-06-23 21:15:59
NB577440258,ACC00001691,ACC00001695,48971.99,2024-06-23 21:16:07
NB422239092,ACC00001694,ACC00001696,400129.76,2024-06-23 21:16:23
NB200885983,ACC00001695,ACC00001694,136771.76,2024-06-23 21:16:33
NB767874088,ACC00001691,ACC00001690,465930.29,2024-06-23 21:17:17
NB828844984,ACC00001696,ACC00001695,316190.82,2024-06-23 21:17:24
NB375897331,ACC00001695,ACC00001692,416749.1,2024-06-23 21:17:25
NB647960355,ACC00001692,ACC00001696,493187.95,2024-06-23 21:17:53
NB957062138,ACC00001694,ACC00001697,499377.03,2024-06-23 21:18:46
NB940846116,ACC00001709,ACC00001704,26880.51,2024-02-02 08:32:16
NB470100819,ACC00001700,ACC00001698,161474.25,2024-02-02 08:32:41
NB976978796,ACC00001701,ACC00001704,238434.48,2024-02-02 08:34:21
NB365370330,ACC00001704,ACC00001709,22932.08,2024-02-02 08:35:21
NB640930919,ACC00001710,ACC00001711,460071.2,2024-02-13 06:58:19
NB850970375,ACC00001710,ACC00001717,340142.1,2024-02-13 07:00:46
NB274850756,ACC00001716,ACC00001717,223271.14,2024-02-13 07:01:21
NB136363075,ACC00001710,ACC00001711,424092.24,2024-02-13 07:01:47
NB231802318,ACC00001710,ACC00001714,226635.47,2024-02-13 07:01:54
NB423043966,ACC00001719,ACC00001729,168390.33,2024-07-20 02:37:14
NB853070149,ACC00001722,ACC00001726,123607.79,2024-07-20 02:38:23
NB656468793,ACC00001721,ACC00001727,102435.21,2024-07-20 02:38:38
NB405613931,ACC00001723,ACC00001719,130595.36,2024-07-20 02:40:05
NB121274578,ACC00001722,ACC00001719,436082.58,2024-07-20 02:40:16
NB921940813,ACC00001729,ACC00001721,271346.27,2024-07-20 02:40:23
NB145901536,ACC00001726,ACC00001728,136138.72,2024-07-20 02:40:27
NB356259579,ACC00001719,ACC00001720,290508.86,2024-07-20 02:40:45
NB460776598,ACC00001721,ACC00001727,107997.44,2024-07-20 02:40:45
NB657666875,ACC00001727,ACC00001721,209100.79,2024-07-20 02:40:53
NB674313521,ACC00001721,ACC00001729,118301.71,2024-07-20 02:40:57
NB335560452,ACC00001719,ACC00001727,481237.32,2024-07-20 02:41:00
NB418607911,ACC00001720,ACC00001726,487732.19,2024-07-20 02:41:25
NB845299506,ACC00001721,ACC00001719,302760.03,2024-07-20 02:41:39
NB163396374,ACC00001728,ACC00001723,355894.43,2024-07-20 02:41:53
NB815140414,ACC00001731,ACC00001733,391841.2,2024-02-12 03:12:22
NB633095352,ACC00001730,ACC00001737,457702.17,2024-02-12 03:12:25
NB423647303,ACC00001737,ACC00001731,261384.35,2024-02-12 03:12:51
NB646780470,ACC00001734,ACC00001731,136016.69,2024-02-12 03:13:36
NB952049242,ACC00001733,ACC00001732,240271.58,2024-02-12 03:14:37
NB692928830,ACC00001736,ACC00001733,32786.95,2024-02-12 03:15:38
NB717940388,ACC00001732,ACC00001731,487900.64,2024-02-12 03:16:12
NB853708701,ACC00001735,ACC00001730,314366.87,2024-02-12 03:16:53
NB391247458,ACC00001748,ACC00001749,422680.29,2024-12-09 16:44:48
NB254318386,ACC00001740,ACC00001747,185876.86,2024-12-09 16:44:53
NB701540741,ACC00001758,ACC00001755,122763.99,2024-09-12 07:44:08
NB615371373,ACC00001761,ACC00001760,198087.42,2024-08-07 14:47:06
NB330493882,ACC00001767,ACC00001768,396764.46,2024-08-07 14:48:41
NB631711095,ACC00001767,ACC00001762,424876.17,2024-08-07 14:48:47
NB578741120,ACC00001769,ACC00001773,297453.65,2024-11-02 00:05:16
NB112565854,ACC00001773,ACC00001772,66696.73,2024-11-02 00:05:43
NB962047149,ACC00001769,ACC00001773,499128.99,2024-11-02 00:06:08
NB618177562,ACC00001771,ACC00001770,111798.27,2024-11-02 00:06:36
NB899439791,ACC00001769,ACC00001772,236595.0,2024-11-02 00:07:10
NB107075014,ACC00001772,ACC00001774,171371.5,2024-11-02 00:07:49
NB610420722,ACC00001784,ACC00001777,122836.06,2024-08-15 03:51:22
NB916262852,ACC00001780,ACC00001782,281430.13,2024-08-15 03:51:28
NB542091821,ACC00001776,ACC00001782,450897.34,2024-08-15 03:52:42
NB850778373,ACC00001778,ACC00001779,378799.19,2024-08-15 03:52:47
NB105148005,ACC00001784,ACC00001776,187826.17,2024-08-15 03:53:50
NB742131663,ACC00001785,ACC00001783,468749.43,2024-08-15 03:54:18
NB594957235,ACC00001779,ACC00001787,270260.44,2024-08-15 03:55:04
NB992298389,ACC00001781,ACC00001783,39177.73,2024-08-15 03:55:06
NB337620399,ACC00001794,ACC00001800,421635.33,2024-06-24 00:30:46
NB874232418,ACC00001792,ACC00001798,244445.17,2024-06-24 00:31:41
NB397645051,ACC00001792,ACC00001795,253294.65,2024-06-24 00:31:46
NB734540605,ACC00001790,ACC00001800,104457.17,2024-06-24 00:32:08
NB764752200,ACC00001794,ACC00001800,287145.96,2024-06-24 00:32:54
NB844206997,ACC00001799,ACC00001791,146281.74,2024-06-24 00:33:02
NB708451475,ACC00001801,ACC00001806,491470.5,2024-04-19 13:42:04
NB678266732,ACC00001805,ACC00001804,300290.39,2024-04-19 13:42:58
NB636818033,ACC00001803,ACC00001801,237849.32,2024-04-19 13:42:59
NB652795815,ACC00001808,ACC00001802,111983.95,2024-04-19 13:43:41
NB531205062,ACC00001802,ACC00001806,415609.98,2024-04-19 13:44:47
NB602563265,ACC00001806,ACC00001803,271564.94,2024-04-19 13:45:11
NB672166984,ACC00001801,ACC00001808,195298.79,2024-04-19 13:45:28
NB951810576,ACC00001801,ACC00001806,476633.67,2024-04-19 13:46:00
NB584961001,ACC00001804,ACC00001803,57169.6,2024-04-19 13:46:08
NB832770676,ACC00001801,ACC00001805,68115.07,2024-04-19 13:46:11
NB391062344,ACC00001807,ACC00001805,374392.26,2024-04-19 13:46:20
NB618406162,ACC00001807,ACC00001803,376834.48,2024-04-19 13:46:47
NB639656405,ACC00001812,ACC00001818,8622.18,2024-09-26 21:33:11
NB252071247,ACC00001809,ACC00001817,391670.0,2024-09-26 21:33:31
NB216972884,ACC00001813,ACC00001812,438593.81,2024-09-26 21:34:12
NB644575724,ACC00001814,ACC00001809,299278.8,2024-09-26 21:34:30
NB764991944,ACC00001810,ACC00001809,45100.19,2024-09-26 21:34:48
NB326277327,ACC00001809,ACC00001810,188383.85,2024-09-26 21:35:12
NB926281373,ACC00001814,ACC00001811,297280.68,2024-09-26 21:35:57
NB734450486,ACC00001812,ACC00001809,284305.23,2024-09-26 21:37:16
NB331693934,ACC00001811,ACC00001812,302537.62,2024-09-26 21:37:53
NB609020494,ACC00001827,ACC00001821,32921.72,2024-10-14 17:11:07
NB972439182,ACC00001825,ACC00001819,312328.79,2024-10-14 17:11:42
NB273489746,ACC00001820,ACC00001829,475011.76,2024-10-14 17:11:48
NB783998912,ACC00001822,ACC00001823,134783.4,2024-10-14 17:11:55
NB198800521,ACC00001820,ACC00001823,437756.63,2024-10-14 17:12:09
NB880440348,ACC00001821,ACC00001820,298779.84,2024-10-14 17:13:20
NB564128404,ACC00001828,ACC00001826,108581.84,2024-10-14 17:14:07
NB931837122,ACC00001829,ACC00001826,65455.91,2024-10-14 17:14:11
NB513770818,ACC00001828,ACC00001824,320946.19,2024-10-14 17:14:12
NB327696268,ACC00001824,ACC00001820,402681.81,2024-10-14 17:14:20
NB861679285,ACC00001827,ACC00001823,68244.26,2024-10-14 17:14:31
NB651111775,ACC00001824,ACC00001828,444226.59,2024-10-14 17:15:24
NB821656387,ACC00001834,ACC00001840,298336.17,2024-03-19 08:55:40
NB590602951,ACC00001839,ACC00001840,495835.09,2024-03-19 08:55:41
NB314183983,ACC00001833,ACC00001842,175612.39,2024-03-19 08:55:58
NB940546838,ACC00001840,ACC00001832,117877.53,2024-03-19 08:56:04
NB568642170,ACC00001840,ACC00001839,277019.51,2024-03-19 08:57:28
NB525201734,ACC00001840,ACC00001842,3894.37,2024-03-19 08:57:50
NB447104619,ACC00001835,ACC00001837,389181.61,2024-03-19 08:57:55
NB407770127,ACC00001838,ACC00001839,291723.02,2024-03-19 08:58:08
NB610197160,ACC00001837,ACC00001830,17513.47,2024-03-19 08:59:08
NB909093325,ACC00001845,ACC00001848,21788.07,2024-09-24 03:12:49
NB546044006,ACC00001846,ACC00001848,24296.41,2024-09-24 03:13:22
